id,line,chapter,chapter_id,strophe_id,line_id
18.455.3,"ჩემთა მებრძოლთა სისხლითა მინდორი შევაღებინე,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,455,3
18.455.4,"და არ ვჰბრძოლე, კარი ქალაქთა უომრად გავაღებინე”.",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,455,4
18.456.1,"რამაზს ვარქვი: “შემიგნია საქმე შენი სამუხთალე,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,456,1
18.456.2,"აწ ეგრეცა შეპყრობილმან თავი გამოიმართალე,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,456,2
18.456.3,"სიმაგრეთა ნუ ამაგრებ, ყველა ხელთა მომათვალე,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,456,3
18.456.4,და თვარა შენი შეცოდება მემცა ზედა რად წავსთვალე”.,ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,456,4
18.457.1,"“რამაზ მითხრა: “აღარ არის ამის მეტი ჩემი ღონე,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,457,1
18.457.2,"ერთი ჩემი დიდებული მომეც, ზედა მაპატრონე,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,457,2
18.457.3,"ციხოვანთა გავუგზავნო, საუბარი გამიგონე,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,457,3
18.457.4,"და ხელთა მოგცემ ყველაკასა, განაღამცა შენ გაქონე”.",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,457,4
18.458.1,"“მივეც ერთი დიდებული, თანა ყმანი წავატანენ,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,458,1
18.458.2,"ციხოვანნი ერთობილნი ჩემს წინაშე მოვიყვანენ,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,458,2
18.458.3,"ხელთა მომცნეს სიმაგრენი, ომნი ასრე შევანანენ,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,458,3
18.458.4,და საჭურჭლენი სიმრავლითა რასამცა ვით დავაგვანენ!,ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,458,4
18.459.1,“მაშინღა შევე ხატაეთს მოვლად და მოსათვალავად;,ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,459,1
18.459.2,კლიტენი საჭურჭლეთანი მომართვნეს დაუმალავად;,ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,459,2
18.459.3,"ქვეყანა ჩავსხი, ვუბრძანე: “იყვენით თქვენ უკრძალავად,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,459,3
18.459.4,"და მზემან არ დაგვწვენ, იცოდით, დაგყარენ გაუგვალავად”.",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,459,4
18.460.1,"“საჭურჭლენი გარდავნახენ თავის თავის, კიდის კიდე.",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,460,1
18.460.2,"უცხო ფერთა საჭურჭლეთა, დავშვრები, თუ მოვსთვალვიდე;",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,460,2
18.460.3,"ერთგან ვნახე საკვირველი ყაბაჩა და ერთი რიდე,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,460,3
18.460.4,"და თუმცა ჰნახე, სახელისა ცოდნასაცა ინატრიდე.",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,460,4
18.461.1,"“ვერა შევიგენ, რა იყო, ანუ ნაქმარი რაულად.",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,461,1
18.461.2,"ვისცა ვუჩვენი, უკვირდის, ღმრთისაგან თქვის სასწაულად;",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,461,2
18.461.3,"არცა ლარულად ჰგებოდა მას ქსელი, არ ორხაულად,",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,461,3
18.461.4,და სიმტკიცე ჰგვანდის ნაჭედსა; ვთქვი ცეცხლთა შენართაულად.,ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,461,4
18.462.1,"“იგი საძღვნოდ მისად დავდევ, ვისი შუქი მანათობდა.",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,462,1
18.462.2,მეფისათვის დავარჩივე საარმაღნოდ რაცა სჯობდა;,ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,462,2
18.462.3,"ჯორ-აქლემი ათჯერ ასი, ყველაკაი წვივ-მაგრობდა.",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,462,3
18.462.4,"და დატვირთული გავუგზავნე, ამბავსაცა კარგსა სცნობდა”.",ტარიელისაგან ხატაეთს წასლვა და დიდი ომი,18,462,4
19.463.1,"წიგნი დავწერე: “მეფეო, სვემცა არს თქვენი სვიანად!",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,463,1
19.463.2,"მე ხატაელთა მიმუხთლეს, თუცა მათ ეცა ზიანად;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,463,2
19.463.3,"ჩემი ამბავი დასტური ამად გაცნობე გვიანად,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,463,3
19.463.4,"და მეფე შევიპყარ, მოგივალ მე ალაფიან–ტყვიანად”.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,463,4
19.464.1,"“რა ყველაი დავიურვე, ხატაეთით გავემგზავრე,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,464,1
19.464.2,"წამოვიხვენ საჭურჭლენი, სახელმწიფო დავიავრე,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,464,2
19.464.3,"ვერ მოვეყავ აქლემითა, აზავრები ვააზავრე,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,464,3
19.464.4,"და მოვირჭვენ და მოვივლინე, რაცა მწადდა, აგრე ვყავ-რე.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,464,4
19.465.1,“ხატაეთისა ხელმწიფე მომყვანდა შეპყრობილია.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,465,1
19.465.2,"ინდოეთს მივე, მეგება ჩემი გამზრდელი ტკბილია;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,465,2
19.465.3,"რა ქება მითხრა, არ ითქმის, ჩემგან სათქმელად წბილია,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,465,3
19.465.4,"და ხელი გამიხსნა, შემომკრა მან სახვეველი ლბილია.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,465,4
19.466.1,"“ედგნეს ტურფანი კარავნი მოედანს ჩამოდგომილსა,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,466,1
19.466.2,საუბრისა და ჭვრეტისა ჩემისა მას მონდომილსა.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,466,2
19.466.3,მას დღესა ედვა ნადიმი მას შიგან გარდახდომილსა;,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,466,3
19.466.4,"და მიალერსებდა, მიჭვრეტდა წინაშე ახლოს ჯდომილსა.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,466,4
19.467.1,"“მას ღამით ვსხედით ნადიმად, მუნ ამოდ გავიხარენით,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,467,1
19.467.2,"დილასა ქალაქს შევედით, მოედნით ავიყარენით;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,467,2
19.467.3,"მეფემან ბრძანა: «ლაშქარნი უხმენით, შემოჯარენით,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,467,3
19.467.4,"და დღეს ხატაელი მიჩვენეთ, ტყვენიცა შემომგვარენით”.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,467,4
19.468.1,“რამაზ მეფე მას წინაშე შეპყრობილი მოვიყვანე;,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,468,1
19.468.2,"ტკბილად ნახა ხელმწიფემან, ვითა შვილი სააკვანე.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,468,2
19.468.3,"ორგული და მოღალატე ნამსახურსა დავამგვანე,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,468,3
19.468.4,და ესე არის მამაცისა მეტის-მეტი სიგულვანე.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,468,4
19.469.1,"“მას მეფესა ხატაელსა უმასპინძლა, უალერსა,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,469,1
19.469.2,ჟამიერად უბრძანებდის საუბარსა მათსა ფერსა.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,469,2
19.469.3,"ცისკრად მიხმეს, მიბრძანებდეს მე სიტყვასა ლმობიერსა:",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,469,3
19.469.4,"და «შეუნდობო ხატაელსა, მას აქამდის შენამტერსა?”",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,469,4
19.470.1,"“მე ვჰკადრე: «ღმერთი ვინათგან შეუნდობს შეცოდებულსა,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,470,1
19.470.2,უყავით თქვენცა წყალობა მას ღონე-გაცუდებულსა”.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,470,2
19.470.3,"რამაზს უბრძანებს: «იცოდი, გაგგზავნი შეწყალებულსა,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,470,3
19.470.4,და მაგრა ნუ გნახავთ კვლაცაღა ჩვენს წინა გაწბილებულსა”.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,470,4
19.471.1,"“ხარაჯა დასდვეს, შეჰკვეთეს დრაჰკანი ასჯერ ასია,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,471,1
19.471.2,"კვლა ხატაური მრავალი, სხვა სტავრა, სხვა ატლასია.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,471,2
19.471.3,"მერმე ყველანი დამოსა იგი და მისი ხასია,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,471,3
19.471.4,"და შეწყალებული გაგზავნა, უყო რისხვისა ფასია.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,471,4
19.472.1,"“ხატაელმან დაუმადლა, დადრკა, მდაბლად ეთაყვანა;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,472,1
19.472.2,მოახსენა: «ორგულობა თქვენი ღმერთმან შემანანა.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,472,2
19.472.3,"თუღა ოდეს შეღაგცოდო, მაშინ მომკალ მეცა განა!”",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,472,3
19.472.4,და წავიდა და ყველაკაი მისი თანა წაიტანა.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,472,4
19.473.1,"“მოვიდა კაცი მეფისა, ცისკრობს, არ დანაღამია,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,473,1
19.473.2,"ებრძანა: «შენგან გაყრილვარ მას აქათ თვეო სამია,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,473,2
19.473.3,"მინდორს მოკლული ისრითა ნადირი არ მიჭამია,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,473,3
19.473.4,"და არ დამაშვრალხარ, წამოდი, თუცა დაშვრომის ჟამია”.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,473,4
19.474.1,"“შევეკაზმე, დარბაზს მივე, დამხვდა ჯარი ავაზისა,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,474,1
19.474.2,"შავარდნითა სავსე იყო სრულად არე დარბაზისა,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,474,2
19.474.3,"მეფე ქვე ჯდა შეკაზმული, შვენებითა მსგავსი მზისა;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,474,3
19.474.4,და გაეხარნეს მისვლა ჩემი ტურფისა და ლამაზისა!,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,474,4
19.475.1,"“იდუმალ ცოლსა ეუბნა, მართ ჩემგან უცოდნელია:",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,475,1
19.475.2,"«ომით მოსრული ტარიელ საჭვრეტად სასურველია,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,475,2
19.475.3,"მან განანათლოს ჭვრეტელთა გული, რაზომცა ბნელია:",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,475,3
19.475.4,"და რაცა დაგვედრო საქმნელად, ქმენ, არა საზოზღნელია.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,475,4
19.476.1,"«აწ მითქვამს საქმე უშენოდ, შენცა ცან ესე მცნებული;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,476,1
19.476.2,"რათგან ქალია სამეფოდ ჩვენგანვე სახელ-დებული,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,476,2
19.476.3,"ვინცაღა ნახავს, აწ ნახოს, აჰა დღე, ედემს ხლებული,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,476,3
19.476.4,"და გვერდსა დაისვი, ორნივე სრას დამხვდით, მოვალ შვებული”.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,476,4
19.477.1,"“მოვინადირეთ მინდორი, ძირი მთისა და გორისა;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,477,1
19.477.2,"იყო სიმრავლე ძაღლისა, შავარდნისა და ქორისა.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,477,2
19.477.3,"ადრე დავბრუნდით, ვიარეთ არ ეჯი გზისა შორისა;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,477,3
19.477.4,"და აღარ იბურთეს, დაშლა ქმნეს თამაშობისა ორისა.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,477,4
19.478.1,"“ჩემთა მჭვრეტელთა მოეცვა ქალაქი, შუკა და ბანი.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,478,1
19.478.2,ომ-გარდახდილსა მშვენოდეს მე ენიანნი კაბანი;,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,478,2
19.478.3,"ფერმიხდილ-გვარად ვშვენოდი ვარდი, ცრემლითა ნაბანი,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,478,3
19.478.4,"და ვინცა მიჭვრეტდის, ბნდებოდის, - მათრლად არს, არ კატაბანი.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,478,4
19.479.1,"“რიდენი რომე მეშოვნეს ქალაქსა ხატაელთასა,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,479,1
19.479.2,"იგი მეხვივნეს, მშვენოდეს, ვახელებ გულსა ხელთასა.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,479,2
19.479.3,"მეფე გარდახდა, დარბაზსა შევედით ჩემთა მზრდელთასა,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,479,3
19.479.4,"და შევხედენ, დავჰკრთი ელვასა ღაწვთა მზეებრ ნათელთასა.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,479,4
19.480.1,"“მას მზესა ტანსა ემოსნეს ნარინჯის-ფერნი ჯუბანი,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,480,1
19.480.2,"ზურგით უთქს ჯარი ხადუმთა, დას-დასად, უბან-უბანი.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,480,2
19.480.3,"სრულად ნათლითა აევსო სახლი, შუკა და უბანი,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,480,3
19.480.4,და მუნ ვარდსა შუა შვენოდეს ძოწ-მარგალიტნი ტყუბანი.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,480,4
19.481.1,"“ნაომარსა, დაკოდილსა ხელი ყელსა ჩამომება.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,481,1
19.481.2,"დედოფალი საჯდომთაგან ადგა, წინა მომეგება,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,481,2
19.481.3,"ვითა შვილი გარდამკოცნა, ღაწვი ვარდი დამილება;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,481,3
19.481.4,"და მითხრა: «ნუ ეჭვ ამას იქით, თუღა მტერი შეღაგება”.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,481,4
19.482.1,"“ახლოს დამისვეს ადგილსა, მუნ, სადა მიამებოდა.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,482,1
19.482.2,"პირის-პირ მიჯდა იგი მზე, გული ვისთვისცა კვდებოდა.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,482,2
19.482.3,"მალვით ვუჭვრეტდი, მიჭვრეტდა, სხვად არად მეუბნებოდა”.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,482,3
19.482.4,"და თვალნი მოვსწყვიდნი, სიცოცხლე ამითა მეარმებოდა.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,482,4
19.483.1,"“შეიქმნა სმა და პურობა, მსგავსი მათისა ძალისა;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,483,1
19.483.2,სხვა გახარება ასეთი არს უნახავი თვალისა;,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,483,2
19.483.3,"ჯამი და ჭიქა ყველაი ფეროზისა და ლალისა,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,483,3
19.483.4,და არ ვისი ბრძანა მეფემან არცა გაშვება მთრვალისა.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,483,4
19.484.1,“მე მუნა მყოფი მივეცი შვებასა მეტის-მეტასა.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,484,1
19.484.2,"არ შემომხედნის, შევხედნი, ცეცხლმან დამიწყის შრეტასა;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,484,2
19.484.3,"კაცთა კრძალვასა ვაწვევდი გულსა შმაგსა და რეტასა,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,484,3
19.484.4,და რა უამეა პირის-პირ საყვარელისა ჭვრეტასა?!,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,484,4
19.485.1,"“დააგდეს მღერა მუტრიფთა, «სულეთო!” თავი ხარიან,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,485,1
19.485.2,"მიბრძანეს: «შვილო ტარიელ, ვით გითხრათ, ვით გვიხარიან;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,485,2
19.485.3,"ნეტარძი გვაქვსო, მებრძოლნი მით ჩვენნი ვაგლახ არიან,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,485,3
19.485.4,"და მართალან შენნი მჭვრეტელნი, არ ცუდად იმკვეხარიან!",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,485,4
19.486.1,"«აწ თუცა გმართებს შემოსვა, ვის მორჭმით მოგივლენიან,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,486,1
19.486.2,"არ შეგმოსთ, მაგა კაბათა არ აგხდით,- ტურფად გშვენიან;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,486,2
19.486.3,"აწ გქონდეს ასი საჭურჭლე, ვის შუქნი მოგიფენიან,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,486,3
19.486.4,"და თვით შეიკერე, რაცა გწადს, ჩვენგან ნუღარა გრცხვენიან”.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,486,4
19.487.1,“მომართვნეს ასნი კლიტენი ასთავე საჭურჭლეთანი;,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,487,1
19.487.2,თაყვანი ვეც და დავლოცე დავლანი მათთა სვეთანი;,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,487,2
19.487.3,"მაკოცეს, ადგეს ორნივე, თვით იგი მზენი მზეთანი,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,487,3
19.487.4,"და რა გასცნეს, ზომნი, ვით გითხრნე ლაშქართა სისავსეთანი.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,487,4
19.488.1,"“კვლაცა დაჯდა მხიარული, მოიმატა სმა და მღერა;",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,488,1
19.488.2,"კვლა გაგრძელდა ნადიმობა, ბარბითი და ჩანგთა ჟღერა.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,488,2
19.488.3,"დედოფალი წამოვიდა, შეეყარა მწუხრსა დღე რა,",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,488,3
19.488.4,და ძილ-პირამდის სიხარულსა სიხარული ჰგვანდა ვერა.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,488,4
19.489.1,"“აიყარენით, მიგვჭირდა სმა დოსტაქნისა მეტისა.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,489,1
19.489.2,"საწოლს შემოვე, შემექმნა ცნობა მართ ვითა რეტისა.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,489,2
19.489.3,ძალი არ მქონდა ტყვე-ქმნილსა მე ამა ცეცხლთა შრეტისა.,წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,489,3
19.489.4,"და მეგონებოდის, მალხენდის გონება მისგან ჭვრეტისა”.",წიგნი ტარიელისა ინდოეთ მეფის წინაშე და გამარჯვებით შემოქცევა,19,489,4
20.490.1,"მონა მოვიდა, მიამბო ამბავი მე მართალია:",წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,490,1
20.490.2,“თქვენსა ამბავსა იკითხავს აჯიღოსანი ქალია”.,წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,490,2
20.490.3,"მაშინვე ვიცან, ავიჭერ, ჩქარ-ჩქარად გულ-გამკრთალია;",წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,490,3
20.490.4,"და მოვიდა, ვნახე ასმათი, ჩემთანა მომავალია.",წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,490,4
20.491.1,"“მე ვისთვის ვკვდები, მიამა ასმათის ნახვა მე მისად.",წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,491,1
20.491.2,"აღარ მივუშვი, ვაკოცე, ქმნადღა თაყვანის ცემისად;",წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,491,2
20.491.3,"ხელი მოვჰკიდე, დავისვი ახლოს ტახტისა ჩემისად,",წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,491,3
20.491.4,და ვჰკითხე თუ: “ნეტარ მისულა მორჩი ალვისა ხე მისად?,წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,491,4
20.492.1,"“მიამბე მისი ამბავი, სხვად ნურად მეუბნებია!”",წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,492,1
20.492.2,"მითხრა თუ: “გკადრებ ამბავსა, აწ ჩემგან არ სათნებია,",წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,492,2
20.492.3,"დღეს ერთმანერთი გინახავს და ტურფად მოგწონებია,",წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,492,3
20.492.4,და აწ კვლაცა ცნობა ამბისა მას ჩემგან უბრძანებია”.,წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,492,4
20.493.1,"“წიგნი მომართვა, ჩავხედენ, პირისა თემთა მთენისა.",წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,493,1
20.493.2,ეწერა: “ვნახე სიტურფე წყალ-ჯავარისა შენისა.,წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,493,2
20.493.3,"ომ-გარდახდილი ჰშვენოდი, შენატევები ცხენისა,",წიგნი ნესტან-დარეჯანისა საყვარელსა თანა,20,493,3
